order_details_id,order_id,pizza_id,quantity
16302,7170,classic_dlx_m,1
16303,7171,bbq_ckn_s,1
16304,7172,bbq_ckn_s,1
16305,7173,mexicana_l,1
16306,7174,calabrese_m,1
16307,7174,classic_dlx_l,1
16308,7174,four_cheese_l,1
16309,7174,ital_supr_l,1
16310,7174,ital_supr_s,1
16311,7174,mediterraneo_m,1
16312,7174,sicilian_m,1
16313,7174,spicy_ital_l,1
16314,7175,cali_ckn_m,1
16315,7175,classic_dlx_m,1
16316,7175,pepperoni_l,1
16317,7176,four_cheese_l,1
16318,7177,veggie_veg_l,1
16319,7178,classic_dlx_l,1
16320,7179,spinach_fet_l,1
16321,7180,mediterraneo_s,1
16322,7181,five_cheese_l,1
16323,7181,ital_supr_m,1
16324,7182,the_greek_s,1
16325,7183,thai_ckn_m,1
16326,7184,cali_ckn_s,1
16327,7185,veggie_veg_l,1
16328,7186,cali_ckn_l,1
16329,7186,ckn_pesto_l,1
16330,7186,four_cheese_l,1
16331,7186,ital_cpcllo_l,1
16332,7186,ital_supr_m,1
16333,7186,mediterraneo_m,1
16334,7186,spicy_ital_s,1
16335,7186,thai_ckn_l,1
16336,7187,peppr_salami_l,1
16337,7188,five_cheese_l,2
16338,7188,thai_ckn_m,1
16339,7189,ital_cpcllo_m,1
16340,7190,mediterraneo_l,1
16341,7191,ital_cpcllo_l,1
16342,7192,cali_ckn_l,1
16343,7192,thai_ckn_l,1
16344,7193,cali_ckn_m,1
16345,7193,sicilian_s,1
16346,7194,five_cheese_l,1
16347,7195,bbq_ckn_m,1
16348,7195,spinach_fet_s,1
16349,7196,calabrese_l,1
16350,7196,pep_msh_pep_l,1
16351,7196,southw_ckn_l,1
16352,7197,veggie_veg_m,1
16353,7198,calabrese_m,1
16354,7198,hawaiian_s,1
16355,7199,spicy_ital_s,1
16356,7199,veggie_veg_s,1
16357,7200,hawaiian_l,1
16358,7200,spin_pesto_m,1
16359,7200,thai_ckn_s,1
16360,7200,veggie_veg_s,1
16361,7201,hawaiian_m,1
16362,7201,mediterraneo_s,1
16363,7201,southw_ckn_l,1
16364,7202,ckn_alfredo_l,1
16365,7203,pepperoni_m,1
16366,7204,cali_ckn_l,1
16367,7205,mediterraneo_l,1
16368,7205,spinach_supr_s,1
16369,7205,thai_ckn_m,1
16370,7206,hawaiian_s,1
16371,7206,spinach_fet_m,1
16372,7207,napolitana_s,1
16373,7207,thai_ckn_s,1
16374,7208,ckn_alfredo_m,1
16375,7208,hawaiian_m,1
16376,7208,peppr_salami_l,1
16377,7208,spin_pesto_l,1
16378,7209,southw_ckn_m,1
16379,7210,bbq_ckn_l,1
16380,7210,green_garden_s,1
16381,7210,pepperoni_l,1
16382,7210,prsc_argla_l,1
16383,7211,classic_dlx_s,1
16384,7211,ital_veggie_m,1
16385,7212,bbq_ckn_l,1
16386,7212,cali_ckn_l,1
16387,7212,ital_veggie_l,1
16388,7212,southw_ckn_m,1
16389,7213,cali_ckn_m,1
16390,7214,classic_dlx_l,1
16391,7214,ital_cpcllo_m,1
16392,7215,the_greek_xl,1
16393,7216,five_cheese_l,1
16394,7217,spinach_supr_m,1
16395,7218,hawaiian_l,1
16396,7218,ital_cpcllo_s,1
16397,7218,pepperoni_s,1
16398,7219,pepperoni_m,1
16399,7219,sicilian_s,1
16400,7219,the_greek_m,1
16401,7220,sicilian_l,1
16402,7221,cali_ckn_m,1
16403,7221,ital_veggie_m,1
16404,7221,prsc_argla_l,1
16405,7221,southw_ckn_m,1
16406,7222,prsc_argla_l,1
16407,7223,ckn_pesto_m,2
16408,7224,classic_dlx_m,1
16409,7224,sicilian_l,1
16410,7225,bbq_ckn_m,1
16411,7225,pepperoni_l,1
16412,7226,ckn_pesto_l,1
16413,7226,spicy_ital_s,1
16414,7227,big_meat_s,1
16415,7227,ckn_pesto_l,1
16416,7227,hawaiian_l,1
16417,7227,thai_ckn_l,1
16418,7228,pep_msh_pep_s,1
16419,7229,classic_dlx_s,1
16420,7229,four_cheese_l,1
16421,7229,peppr_salami_s,1
16422,7229,thai_ckn_l,1
16423,7230,five_cheese_l,1
16424,7231,spinach_fet_m,1
16425,7232,southw_ckn_l,1
16426,7233,calabrese_s,1
16427,7233,classic_dlx_m,1
16428,7233,pep_msh_pep_s,1
16429,7233,pepperoni_m,1
16430,7234,brie_carre_s,1
16431,7234,pepperoni_s,1
16432,7235,mexicana_l,1
16433,7235,peppr_salami_l,1
16434,7235,the_greek_m,1
16435,7236,ital_veggie_m,1
16436,7236,pepperoni_m,1
16437,7237,the_greek_l,1
16438,7238,cali_ckn_l,1
16439,7238,prsc_argla_s,1
16440,7238,spicy_ital_s,1
16441,7239,pep_msh_pep_l,1
16442,7240,ital_supr_l,1
16443,7240,peppr_salami_l,1
16444,7240,peppr_salami_m,1
16445,7240,veggie_veg_m,1
16446,7241,peppr_salami_s,1
16447,7241,prsc_argla_m,1
16448,7242,cali_ckn_m,1
16449,7243,spinach_fet_m,1
16450,7244,pepperoni_s,1
16451,7244,spinach_supr_m,1
16452,7244,spinach_supr_s,1
16453,7244,thai_ckn_l,1
16454,7245,ckn_pesto_m,1
16455,7246,big_meat_s,1
16456,7246,green_garden_s,1
16457,7247,big_meat_s,1
16458,7247,cali_ckn_m,2
16459,7247,ckn_pesto_l,1
16460,7247,four_cheese_m,2
16461,7247,prsc_argla_s,1
16462,7247,spinach_supr_s,1
16463,7247,thai_ckn_l,2
16464,7248,bbq_ckn_m,1
16465,7248,big_meat_s,1
16466,7248,five_cheese_l,1
16467,7248,napolitana_m,1
16468,7248,pepperoni_m,1
16469,7248,spinach_fet_s,1
16470,7249,bbq_ckn_s,1
16471,7249,hawaiian_s,1
16472,7250,classic_dlx_s,1
16473,7251,brie_carre_s,1
16474,7251,classic_dlx_m,1
16475,7251,classic_dlx_s,1
16476,7251,ital_veggie_m,1
16477,7252,ckn_alfredo_l,1
16478,7253,hawaiian_m,1
16479,7253,hawaiian_s,1
16480,7253,soppressata_m,1
16481,7254,spicy_ital_l,1
16482,7255,ital_cpcllo_l,1
16483,7255,ital_veggie_m,1
16484,7255,pep_msh_pep_s,1
16485,7255,southw_ckn_m,1
16486,7255,spicy_ital_m,1
16487,7256,hawaiian_m,1
16488,7257,ital_supr_m,1
16489,7257,napolitana_l,1
16490,7257,pepperoni_m,1
16491,7258,classic_dlx_s,1
16492,7258,ital_cpcllo_s,1
16493,7259,spin_pesto_s,1
16494,7259,spinach_fet_s,1
16495,7260,cali_ckn_m,1
16496,7260,napolitana_m,1
16497,7260,spicy_ital_l,1
16498,7260,thai_ckn_m,1
16499,7261,mediterraneo_s,1
16500,7262,peppr_salami_l,1
16501,7263,classic_dlx_l,1
16502,7263,classic_dlx_m,1
16503,7264,cali_ckn_l,1
16504,7264,spicy_ital_l,1
16505,7265,hawaiian_s,1
16506,7265,pepperoni_s,1
16507,7265,peppr_salami_l,1
16508,7265,spicy_ital_l,1
16509,7266,veggie_veg_m,1
16510,7267,thai_ckn_l,1
16511,7267,thai_ckn_m,1
16512,7268,pep_msh_pep_s,1
16513,7269,thai_ckn_s,1
16514,7270,hawaiian_s,1
16515,7271,ckn_alfredo_m,1
16516,7272,big_meat_s,1
16517,7272,pep_msh_pep_m,1
16518,7272,southw_ckn_s,1
16519,7273,ckn_pesto_m,1
16520,7274,ckn_pesto_m,1
16521,7274,mexicana_m,1
16522,7274,prsc_argla_l,1
16523,7274,spin_pesto_s,1
16524,7275,spicy_ital_l,1
16525,7276,big_meat_s,1
16526,7277,ital_veggie_m,1
16527,7278,cali_ckn_s,1
16528,7278,thai_ckn_s,1
16529,7279,classic_dlx_s,1
16530,7279,four_cheese_l,1
16531,7280,mediterraneo_l,1
16532,7280,the_greek_xl,1
16533,7281,four_cheese_l,1
16534,7281,peppr_salami_s,1
16535,7281,prsc_argla_l,1
16536,7282,ital_veggie_s,1
16537,7282,mediterraneo_m,1
16538,7282,peppr_salami_l,1
16539,7282,spin_pesto_s,1
16540,7283,five_cheese_l,1
16541,7283,ital_cpcllo_l,1
16542,7284,bbq_ckn_s,1
16543,7284,calabrese_s,1
16544,7284,veggie_veg_m,1
16545,7285,spin_pesto_s,1
16546,7285,thai_ckn_l,1
16547,7286,pepperoni_l,1
16548,7287,the_greek_xl,1
16549,7288,bbq_ckn_m,1
16550,7288,cali_ckn_m,1
16551,7289,green_garden_s,1
16552,7289,peppr_salami_m,1
16553,7290,ckn_pesto_l,1
16554,7290,ckn_pesto_m,1
16555,7290,four_cheese_l,1
16556,7290,thai_ckn_s,1
16557,7291,pep_msh_pep_m,1
16558,7291,spinach_fet_s,1
16559,7292,bbq_ckn_m,1
16560,7292,hawaiian_s,1
16561,7293,big_meat_s,1
16562,7293,cali_ckn_m,1
16563,7293,spinach_supr_m,1
16564,7294,pep_msh_pep_l,1
16565,7294,sicilian_l,1
16566,7295,ital_supr_m,1
16567,7295,ital_veggie_m,1
16568,7296,ckn_alfredo_m,1
16569,7297,spinach_fet_s,1
16570,7298,classic_dlx_m,1
16571,7298,green_garden_s,1
16572,7298,peppr_salami_s,1
16573,7298,thai_ckn_l,1
16574,7299,bbq_ckn_s,1
16575,7300,thai_ckn_l,1
16576,7301,pepperoni_l,1
16577,7302,cali_ckn_s,1
16578,7302,spinach_fet_m,1
16579,7303,four_cheese_m,1
16580,7303,spinach_supr_m,1
16581,7303,the_greek_l,1
16582,7303,the_greek_xl,1
16583,7304,big_meat_s,1
16584,7304,classic_dlx_m,1
16585,7304,pepperoni_m,1
16586,7305,cali_ckn_m,1
16587,7305,ckn_pesto_s,1
16588,7305,four_cheese_l,1
16589,7306,ital_supr_m,1
16590,7306,peppr_salami_s,1
16591,7306,soppressata_l,1
16592,7307,classic_dlx_l,1
16593,7307,classic_dlx_m,1
16594,7307,ital_cpcllo_m,1
16595,7307,sicilian_s,1
16596,7308,spinach_fet_m,1
16597,7309,green_garden_s,1
16598,7309,ital_supr_m,1
