order_details_id,order_id,pizza_id,quantity
40577,17879,ckn_alfredo_m,1
40578,17880,big_meat_s,1
40579,17880,cali_ckn_l,1
40580,17880,cali_ckn_m,1
40581,17880,green_garden_s,1
40582,17880,hawaiian_m,1
40583,17880,hawaiian_s,1
40584,17880,napolitana_m,1
40585,17880,pepperoni_m,1
40586,17881,ckn_alfredo_m,1
40587,17881,ital_cpcllo_s,1
40588,17882,classic_dlx_m,1
40589,17883,big_meat_s,1
40590,17884,four_cheese_l,1
40591,17885,ckn_pesto_l,1
40592,17885,spicy_ital_l,1
40593,17886,classic_dlx_l,1
40594,17886,prsc_argla_l,1
40595,17886,prsc_argla_m,1
40596,17887,bbq_ckn_l,1
40597,17887,calabrese_l,1
40598,17887,calabrese_m,2
40599,17887,five_cheese_l,1
40600,17887,ital_supr_m,1
40601,17887,napolitana_m,1
40602,17887,pepperoni_m,1
40603,17887,southw_ckn_l,1
40604,17887,spinach_supr_s,1
40605,17887,veggie_veg_m,1
40606,17887,veggie_veg_s,1
40607,17888,ital_cpcllo_l,1
40608,17889,pepperoni_s,1
40609,17890,big_meat_s,1
40610,17891,bbq_ckn_l,1
40611,17892,pepperoni_m,1
40612,17892,spinach_supr_s,1
40613,17892,thai_ckn_l,1
40614,17893,ital_cpcllo_m,1
40615,17893,napolitana_s,1
40616,17893,thai_ckn_s,1
40617,17894,pep_msh_pep_s,1
40618,17895,classic_dlx_m,1
40619,17895,five_cheese_l,1
40620,17895,ital_supr_s,1
40621,17896,bbq_ckn_l,1
40622,17896,mexicana_l,1
40623,17896,spinach_fet_l,1
40624,17897,peppr_salami_m,1
40625,17898,spicy_ital_s,1
40626,17899,ckn_alfredo_m,1
40627,17899,four_cheese_l,1
40628,17899,mexicana_l,1
40629,17900,spicy_ital_m,1
40630,17901,veggie_veg_m,1
40631,17902,pepperoni_m,1
40632,17902,sicilian_s,1
40633,17903,green_garden_s,1
40634,17903,pepperoni_s,1
40635,17904,napolitana_s,1
40636,17905,the_greek_xl,1
40637,17906,big_meat_s,1
40638,17906,spinach_fet_l,1
40639,17906,thai_ckn_m,1
40640,17907,sicilian_l,1
40641,17907,veggie_veg_m,1
40642,17908,ckn_pesto_m,1
40643,17908,mediterraneo_l,1
40644,17908,sicilian_m,1
40645,17908,spinach_fet_m,1
40646,17909,spinach_supr_m,1
40647,17910,hawaiian_l,1
40648,17911,green_garden_s,1
40649,17912,classic_dlx_s,1
40650,17912,prsc_argla_s,1
40651,17913,four_cheese_m,1
40652,17913,ital_veggie_l,1
40653,17913,thai_ckn_m,1
40654,17913,veggie_veg_s,1
40655,17914,classic_dlx_m,1
40656,17914,peppr_salami_m,1
40657,17914,southw_ckn_l,1
40658,17914,thai_ckn_l,1
40659,17915,hawaiian_s,1
40660,17915,pepperoni_s,1
40661,17915,thai_ckn_l,1
40662,17916,classic_dlx_m,1
40663,17916,five_cheese_l,1
40664,17916,napolitana_l,1
40665,17916,pepperoni_l,1
40666,17917,pepperoni_l,1
40667,17917,prsc_argla_s,1
40668,17918,bbq_ckn_s,1
40669,17919,classic_dlx_s,1
40670,17919,sicilian_s,1
40671,17920,cali_ckn_s,1
40672,17920,ckn_pesto_s,1
40673,17920,classic_dlx_m,1
40674,17921,ital_veggie_m,1
40675,17921,spin_pesto_s,1
40676,17922,veggie_veg_m,1
40677,17923,southw_ckn_s,1
40678,17924,southw_ckn_l,1
40679,17925,the_greek_m,1
40680,17926,ckn_alfredo_m,1
40681,17926,pepperoni_l,1
40682,17926,sicilian_s,1
40683,17927,spin_pesto_m,1
40684,17928,four_cheese_m,1
40685,17928,napolitana_l,1
40686,17928,thai_ckn_m,1
40687,17929,five_cheese_l,1
40688,17929,ital_cpcllo_m,1
40689,17929,spicy_ital_l,1
40690,17930,the_greek_xl,1
40691,17931,bbq_ckn_s,1
40692,17931,big_meat_s,1
40693,17931,cali_ckn_l,1
40694,17931,ital_supr_s,1
40695,17932,five_cheese_l,1
40696,17932,mexicana_l,1
40697,17932,southw_ckn_l,1
40698,17933,ital_supr_m,1
40699,17933,spin_pesto_s,1
