order_details_id,order_id,pizza_id,quantity
12235,5371,sicilian_m,1
12236,5371,soppressata_l,1
12237,5372,pepperoni_m,1
12238,5372,the_greek_s,1
12239,5373,four_cheese_m,1
12240,5374,pepperoni_l,2
12241,5375,cali_ckn_l,1
12242,5376,mexicana_l,1
12243,5377,pepperoni_l,1
12244,5378,calabrese_m,1
12245,5378,classic_dlx_m,1
12246,5378,five_cheese_l,1
12247,5378,four_cheese_l,1
12248,5378,four_cheese_m,1
12249,5378,green_garden_s,1
12250,5378,sicilian_m,1
12251,5378,southw_ckn_l,1
12252,5378,spicy_ital_l,1
12253,5378,spinach_supr_l,1
12254,5378,the_greek_xl,1
12255,5379,thai_ckn_l,1
12256,5380,classic_dlx_l,1
12257,5381,sicilian_m,1
12258,5382,napolitana_s,1
12259,5383,prsc_argla_m,1
12260,5384,big_meat_s,1
12261,5384,four_cheese_l,1
12262,5385,five_cheese_l,1
12263,5386,big_meat_s,1
12264,5386,hawaiian_l,1
12265,5386,pepperoni_m,1
12266,5386,pepperoni_s,1
12267,5386,spinach_supr_l,1
12268,5386,the_greek_m,1
12269,5386,the_greek_xl,1
12270,5387,cali_ckn_m,1
12271,5387,soppressata_l,1
12272,5388,classic_dlx_s,1
12273,5388,peppr_salami_s,1
12274,5389,cali_ckn_l,1
12275,5389,ckn_pesto_m,1
12276,5389,ital_veggie_m,1
12277,5389,spin_pesto_s,1
12278,5390,hawaiian_s,1
12279,5391,big_meat_s,1
12280,5391,classic_dlx_l,1
12281,5391,peppr_salami_m,1
12282,5391,soppressata_s,1
12283,5392,ital_cpcllo_m,1
12284,5393,southw_ckn_s,1
12285,5394,classic_dlx_m,1
12286,5394,mediterraneo_s,1
12287,5394,veggie_veg_s,1
12288,5395,classic_dlx_m,1
12289,5396,hawaiian_s,1
12290,5396,southw_ckn_m,1
12291,5397,five_cheese_l,1
12292,5397,pepperoni_s,1
12293,5397,spicy_ital_l,1
12294,5397,thai_ckn_l,1
12295,5398,pepperoni_l,1
12296,5398,sicilian_l,1
12297,5398,spicy_ital_l,1
12298,5399,mexicana_l,1
12299,5399,pep_msh_pep_s,1
12300,5399,prsc_argla_m,1
12301,5399,southw_ckn_l,1
12302,5400,green_garden_m,1
12303,5400,southw_ckn_s,1
12304,5401,soppressata_m,1
12305,5402,spicy_ital_l,1
12306,5403,classic_dlx_s,1
12307,5403,the_greek_m,1
12308,5404,thai_ckn_m,1
12309,5405,calabrese_l,1
12310,5405,napolitana_s,1
12311,5405,spinach_supr_m,1
12312,5405,the_greek_s,1
12313,5406,sicilian_m,1
12314,5407,ckn_alfredo_m,1
12315,5408,ckn_pesto_l,1
12316,5408,ital_cpcllo_s,1
12317,5409,napolitana_s,1
12318,5409,veggie_veg_s,1
12319,5410,hawaiian_m,1
12320,5411,soppressata_s,1
12321,5412,ckn_alfredo_m,1
12322,5413,napolitana_s,2
12323,5414,ital_cpcllo_s,1
12324,5414,veggie_veg_m,1
12325,5415,sicilian_l,1
12326,5415,spinach_supr_l,1
12327,5416,napolitana_l,1
12328,5417,southw_ckn_l,1
12329,5417,spinach_supr_s,1
12330,5418,southw_ckn_l,1
12331,5419,five_cheese_l,1
12332,5419,spin_pesto_s,1
12333,5420,napolitana_m,1
12334,5420,sicilian_l,1
12335,5420,southw_ckn_l,1
12336,5421,spin_pesto_s,1
12337,5422,green_garden_s,1
12338,5422,southw_ckn_l,1
12339,5423,four_cheese_l,1
12340,5423,prsc_argla_m,1
12341,5423,sicilian_m,1
12342,5424,four_cheese_m,1
12343,5424,peppr_salami_l,1
12344,5425,southw_ckn_s,1
12345,5426,ital_cpcllo_l,1
12346,5426,ital_veggie_m,1
12347,5426,spinach_fet_s,1
12348,5427,five_cheese_l,1
12349,5427,pep_msh_pep_s,1
12350,5428,hawaiian_l,1
12351,5429,five_cheese_l,1
12352,5429,prsc_argla_m,1
12353,5429,veggie_veg_s,1
12354,5430,veggie_veg_m,1
12355,5431,hawaiian_l,1
12356,5431,ital_supr_m,1
12357,5431,pepperoni_s,1
12358,5431,soppressata_l,1
12359,5432,green_garden_s,1
12360,5432,spin_pesto_s,1
12361,5433,bbq_ckn_m,1
12362,5434,ital_supr_l,1
12363,5435,bbq_ckn_m,1
12364,5435,ckn_alfredo_s,1
12365,5435,spinach_supr_s,1
12366,5436,classic_dlx_s,1
12367,5437,five_cheese_l,1
12368,5438,hawaiian_m,1
12369,5439,four_cheese_m,1
12370,5439,ital_supr_l,1
12371,5439,spicy_ital_s,1
12372,5440,ital_supr_l,1
12373,5441,bbq_ckn_l,2
12374,5441,cali_ckn_l,1
12375,5441,ckn_pesto_s,1
12376,5441,classic_dlx_s,1
12377,5441,hawaiian_m,1
12378,5441,hawaiian_s,1
12379,5441,ital_supr_l,2
12380,5441,peppr_salami_l,1
12381,5441,prsc_argla_l,1
12382,5441,spinach_fet_m,1
12383,5441,the_greek_xl,1
12384,5442,thai_ckn_l,1
12385,5443,five_cheese_l,1
12386,5444,napolitana_m,1
12387,5445,southw_ckn_l,1
12388,5446,spicy_ital_l,1
12389,5446,thai_ckn_l,1
12390,5447,ital_cpcllo_l,1
12391,5447,peppr_salami_l,1
12392,5448,bbq_ckn_m,1
12393,5448,hawaiian_l,1
12394,5448,mexicana_m,1
12395,5449,peppr_salami_m,1
12396,5449,spinach_supr_l,1
12397,5450,big_meat_s,1
12398,5450,ckn_alfredo_m,1
12399,5450,four_cheese_l,1
12400,5450,spinach_fet_s,1
12401,5451,cali_ckn_s,1
12402,5451,hawaiian_s,1
12403,5451,napolitana_m,1
12404,5452,brie_carre_s,1
12405,5452,calabrese_l,1
12406,5452,ckn_pesto_m,1
