order_details_id,order_id,pizza_id,quantity
36780,16233,pep_msh_pep_m,1
36781,16233,the_greek_xl,1
36782,16234,spinach_fet_l,1
36783,16234,thai_ckn_s,1
36784,16235,ital_supr_m,1
36785,16236,napolitana_l,1
36786,16236,spicy_ital_s,1
36787,16237,green_garden_s,1
36788,16237,peppr_salami_m,1
36789,16237,spin_pesto_m,1
36790,16237,spinach_fet_m,1
36791,16237,veggie_veg_l,1
36792,16238,ital_cpcllo_l,1
36793,16238,ital_supr_m,1
36794,16238,thai_ckn_l,1
36795,16238,veggie_veg_l,1
36796,16239,ital_supr_m,1
36797,16239,pepperoni_s,1
36798,16240,ital_cpcllo_l,1
36799,16240,ital_cpcllo_s,1
36800,16240,ital_supr_m,1
36801,16240,spin_pesto_l,1
36802,16241,spicy_ital_l,1
36803,16242,calabrese_m,1
36804,16242,classic_dlx_l,1
36805,16242,classic_dlx_m,1
36806,16242,five_cheese_l,1
36807,16242,hawaiian_m,1
36808,16242,mediterraneo_s,1
36809,16242,napolitana_m,1
36810,16242,pep_msh_pep_m,2
36811,16242,peppr_salami_m,1
36812,16242,peppr_salami_s,1
36813,16242,sicilian_m,1
36814,16242,southw_ckn_m,1
36815,16242,spinach_fet_m,1
36816,16242,thai_ckn_m,1
36817,16243,cali_ckn_l,1
36818,16243,cali_ckn_m,1
36819,16243,green_garden_s,1
36820,16243,napolitana_m,1
36821,16243,the_greek_s,1
36822,16244,pepperoni_m,1
36823,16245,bbq_ckn_l,1
36824,16245,ckn_alfredo_m,2
36825,16246,classic_dlx_s,1
36826,16246,ital_supr_m,1
36827,16246,pep_msh_pep_s,1
36828,16247,bbq_ckn_l,1
36829,16247,sicilian_m,1
36830,16248,ital_cpcllo_l,1
36831,16248,thai_ckn_l,1
36832,16249,hawaiian_l,1
36833,16249,ital_supr_m,1
36834,16249,prsc_argla_s,1
36835,16249,the_greek_xl,1
36836,16250,sicilian_l,1
36837,16251,napolitana_s,1
36838,16251,prsc_argla_l,1
36839,16252,four_cheese_l,1
36840,16252,southw_ckn_l,1
36841,16253,five_cheese_l,1
36842,16254,ital_supr_m,1
36843,16255,calabrese_s,1
36844,16256,four_cheese_l,1
36845,16257,ckn_alfredo_m,1
36846,16257,napolitana_s,1
36847,16257,pepperoni_s,1
36848,16257,prsc_argla_l,1
36849,16257,sicilian_s,1
36850,16257,spicy_ital_l,1
36851,16258,sicilian_s,1
36852,16259,bbq_ckn_m,1
36853,16260,big_meat_s,1
36854,16261,pep_msh_pep_s,1
36855,16262,classic_dlx_s,1
36856,16262,five_cheese_l,1
36857,16262,mediterraneo_m,1
36858,16262,sicilian_l,1
36859,16263,hawaiian_l,1
36860,16263,sicilian_m,1
36861,16264,hawaiian_l,1
36862,16265,thai_ckn_s,1
36863,16266,pepperoni_l,1
36864,16266,prsc_argla_s,1
36865,16266,sicilian_l,1
36866,16266,spinach_supr_l,1
36867,16267,ckn_pesto_s,1
36868,16268,calabrese_m,1
36869,16268,peppr_salami_l,1
36870,16269,cali_ckn_m,1
36871,16269,napolitana_s,1
36872,16269,southw_ckn_s,1
36873,16270,ital_supr_m,1
36874,16270,napolitana_s,1
36875,16270,sicilian_m,1
36876,16270,spin_pesto_s,1
36877,16271,green_garden_s,1
36878,16271,mediterraneo_l,1
