order_details_id,order_id,pizza_id,quantity
28867,12731,bbq_ckn_m,1
28868,12731,ckn_alfredo_l,1
28869,12731,sicilian_s,1
28870,12731,spicy_ital_s,1
28871,12732,pep_msh_pep_s,1
28872,12733,bbq_ckn_l,1
28873,12734,big_meat_s,1
28874,12734,spinach_fet_l,1
28875,12735,southw_ckn_m,1
28876,12736,five_cheese_l,1
28877,12737,classic_dlx_m,1
28878,12737,ital_cpcllo_m,1
28879,12737,ital_cpcllo_s,1
28880,12737,pepperoni_m,1
28881,12738,four_cheese_l,1
28882,12739,spicy_ital_l,1
28883,12740,hawaiian_l,1
28884,12741,prsc_argla_s,1
28885,12742,big_meat_s,1
28886,12742,ckn_pesto_l,1
28887,12742,spin_pesto_s,1
28888,12743,mexicana_m,1
28889,12744,ital_supr_l,1
28890,12745,napolitana_m,1
28891,12746,bbq_ckn_l,1
28892,12746,big_meat_s,2
28893,12746,cali_ckn_m,1
28894,12746,five_cheese_l,1
28895,12746,hawaiian_l,1
28896,12746,mexicana_l,1
28897,12746,napolitana_l,1
28898,12746,prsc_argla_m,1
28899,12746,sicilian_s,2
28900,12746,spinach_fet_l,1
28901,12747,green_garden_s,1
28902,12747,sicilian_s,1
28903,12747,thai_ckn_l,1
28904,12748,brie_carre_s,1
28905,12749,big_meat_s,1
28906,12749,ital_cpcllo_l,1
28907,12749,pep_msh_pep_l,1
28908,12749,veggie_veg_l,1
28909,12750,ital_veggie_m,1
28910,12751,spin_pesto_m,1
28911,12752,ckn_alfredo_s,1
28912,12753,calabrese_l,1
28913,12753,five_cheese_l,1
28914,12753,four_cheese_l,1
28915,12753,peppr_salami_l,1
28916,12754,thai_ckn_l,1
28917,12754,veggie_veg_s,1
28918,12755,hawaiian_s,1
28919,12755,pepperoni_s,1
28920,12755,southw_ckn_l,1
28921,12755,spinach_fet_s,1
28922,12756,ital_cpcllo_l,1
28923,12756,mediterraneo_s,1
28924,12756,prsc_argla_s,1
28925,12756,veggie_veg_m,1
28926,12757,classic_dlx_m,1
28927,12757,hawaiian_s,1
28928,12757,ital_supr_s,1
28929,12758,ital_cpcllo_s,1
28930,12759,four_cheese_m,1
28931,12759,napolitana_s,1
28932,12760,thai_ckn_l,1
28933,12761,mexicana_s,1
28934,12762,peppr_salami_m,1
28935,12762,peppr_salami_s,1
28936,12763,classic_dlx_m,1
28937,12763,hawaiian_s,1
28938,12764,ital_supr_m,1
28939,12764,napolitana_l,1
28940,12765,prsc_argla_s,1
28941,12765,spin_pesto_s,1
28942,12765,veggie_veg_s,1
28943,12766,five_cheese_l,1
28944,12766,spicy_ital_l,1
28945,12767,bbq_ckn_l,1
28946,12767,sicilian_m,1
28947,12768,spinach_fet_m,1
28948,12769,ckn_pesto_m,1
28949,12769,classic_dlx_s,1
28950,12770,pep_msh_pep_s,1
28951,12771,five_cheese_l,1
28952,12772,big_meat_s,1
28953,12772,classic_dlx_l,1
28954,12773,bbq_ckn_l,1
28955,12773,the_greek_l,1
28956,12774,cali_ckn_l,1
28957,12774,classic_dlx_s,1
28958,12774,napolitana_s,1
28959,12774,pepperoni_s,1
28960,12775,peppr_salami_m,1
